test_index,cid,description,ground_truth,generated,word_length,word_bucket,token_length,token_bucket,bertzct,bertz_bucket,maccs,valid
903,86290146,"The molecule is a 3-oxo-fatty acyl-CoA obtained from the formal condensation of the thiol group of coenzyme A with the carboxy group of 3-oxodotriacontanoic acid (3-oxolacceroic acid). It has a role as a human metabolite. It is a 3-oxo-fatty acyl-CoA, an 11,12-saturated fatty acyl-CoA and an ultra-long-chain fatty acyl-CoA. It derives from a dotriacontanoic acid. It is a conjugate acid of a 3-oxodotriacontanoyl-CoA(4-).",CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,63,1-64,155,129-160,2332.361682782058,>800,1.0,True
904,11235450,"The molecule is a tetracyclic diterpenoid isolated from the seed kernels of Caesalpinia crista that has been found to exhibit antimalarial activity. It has a role as a metabolite and an antimalarial. It is an acetate ester, a cyclic ether, a tertiary alcohol, a tetracyclic diterpenoid and a methyl ester.",CC(=O)O[C@H]1C[C@@H]2[C@H](CC3=C([C@H]2C(=O)OC)C=CO3)[C@@]4([C@@]1(C(CCC4=O)(C)C)O)C,CC(=O)O[C@H]1C[C@H](C([C@]2([C@]1([C@H]3CC4=C(C=CO4)C(=C)[C@@H]3CC2)C)O)(C)C)OC(=O)C,50,1-64,87,65-96,899.1178965814861,>800,0.8367346938775511,True
905,37873,"The molecule is an alpha,beta-unsaturated monocarboxylic acid that is acrylic acid substituted by a hydroxy group at position 2. It has a role as a human metabolite. It derives from an acrylic acid.",C=C(C(=O)O)O,C=C(CO)C(=O)O,33,1-64,50,1-64,72.03910001730776,<100,0.5,True
906,70678984,The molecule is an organophosphate oxoanion obtained by deprotonation of the phosphate and phosphonate OH groups of alpha-D-ribose 1-methylphosphonate 5-phosphate; major species at pH 7.3. It is an organophosphate oxoanion and an organophosphonate oxoanion. It is a conjugate base of an alpha-D-ribose 1-methylphosphonate 5-phosphate.,CP(=O)([O-])O[C@@H]1[C@@H]([C@@H]([C@H](O1)COP(=O)([O-])[O-])O)O,CP(=O)([O-])O[C@@H]1[C@@H]([C@@H]([C@H](O1)COP(=O)([O-])[O-])O)O,44,1-64,105,97-128,372.56419417660754,300-800,1.0,True
907,73427387,The molecule is a C-glycosylphytoceramide consisting of 1-O-(alpha-D-galactopyranosyl)-N-(8-phenyloctanoyl)phytosphingosine with the anomeric oxygen replaced by a methylylidene group. It has a role as a ceramide allergen.,CCCCCCCCCCCCCC[C@H]([C@H]([C@H](/C=C/[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)NC(=O)CCCCCCCC2=CC=CC=C2)O)O,CCCCCCCCCCCCCC[C@H]([C@H]([C@H](CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)NC(=O)[C@@H](CCCCCC2=CC=CC=C2)O)C3=CC=CC=C3O)O,25,1-64,78,65-96,960.5640316150535,>800,0.8771929824561403,True
908,70678555,The molecule is a cobalt corrinoid that is precorrin-8 in which the four pyrrole-type nitrogens are bound to a central cobalt atom. It derives from a precorrin-8X. It is a conjugate acid of a cobalt-precorrin-8(6-).,CC1C2=N[C@@](CC3=C([C@](C(=N3)/C(=C\\4/[C@H]([C@]([C@@]([N-]4)([C@H]5[C@@H]([C@@](C1=N5)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)O)CCC(=O)O)/C)(C)CC(=O)O)CCC(=O)O)(C(=C2CCC(=O)O)C)C.[Co],CC1C2=N[C@@](CC3=C([C@](C(=N3)/C(=C\\4/[C@H]([C@]([C@@]([N-]4)([C@H]5[C@@H]([C@@](C1=5)(C)CCC(=O)O)CCC(=O)O)C)(C)CC(=O)O)CCC(=O)O)/C)(C)CC(=O)O)CCC(=O)O)(C(=C2CCC(=O)O.[Co],35,1-64,70,65-96,2243.7338962903864,>800,,False
909,132472302,"The molecule is a brassinosteroid that is 24-epi-cathasterone on which the hydroxy hydrogen at position 22 has been replaced by a sulfo group. It has a role as a Brassica napus metabolite. It is a 3alpha-hydroxy steroid, a brassinosteroid, a 6-oxo steroid and a steroid sulfate.",C[C@@H](C[C@@H]([C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC(=O)[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C)OS(=O)(=O)O)C(C)C,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)C(=O)C)O)C)C(=O)OS(=O)(=O)C,46,1-64,80,65-96,901.1235783676166,>800,0.8620689655172413,True
910,102574038,"The molecule is a cholestanoid that is cholestanol which is substituted by a hydroxy group at position 26 and has R-configuration at position 25. It is a cholestanoid, a 3beta-hydroxy steroid and a 26-hydroxy steroid. It derives from a (5alpha)-cholestan-3beta-ol.",C[C@H](CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C)CO,C[C@H](CCC[C@@H](C)C(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C4[C@@]3(CC[C@@H](C4)O)C,40,1-64,80,65-96,560.7410510235767,300-800,,False
911,11338503,The molecule is an all-trans-retinyl ester obtained by formal condensation of the carboxy group of heptanoic acid with the hydroxy group of all-trans-retinol. It derives from a heptanoic acid.,CCCCCCC(=O)OC/C=C(\\C)/C=C/C=C(\\C)/C=C/C1=C(CCCC1(C)C)C,CCCCCCCCCC(=O)OC=C(\\C)/C=C/C=C(\\C)/C=C/C1=C(CCCC1(C)C)C,29,1-64,55,1-64,668.6513661249832,300-800,0.9333333333333333,True
912,5289590,"The molecule is the D-enantiomer of xylulose. It has a role as a human metabolite, an Escherichia coli metabolite, a Saccharomyces cerevisiae metabolite and a mouse metabolite. It is an enantiomer of a L-xylulose.",C([C@H]([C@@H](C(=O)CO)O)O)O,C([C@H]([C@H](C(=O)CO)O)O)O,34,1-64,67,65-96,112.60593781761291,100-300,1.0,True
913,11551966,The molecule is a benzoate ester resulting from the formal condensation of the carboxy group of benzoic acid with the hydroxy group of hexadecan-1-ol. It has a role as a bacterial xenobiotic metabolite. It derives from a hexadecan-1-ol and a benzoic acid.,CCCCCCCCCCCCCCCCOC(=O)C1=CC=CC=C1,CCCCCCCCCCCCCCOC(=O)C1=CC=CC=C1,42,1-64,73,65-96,413.3607836766325,300-800,1.0,True
914,135411,"The molecule is a naphthoic acid that is 6-phenylnaphthylene-2-carboxyic acid in which the phenyl substituent has been substituted at positions 3 and 4 by adamant-1-yl and hydroxy groups, respectively. It acts as a selective agonist of retinoic acid receptor (RAR)gamma and induces cell cycle arrest and apoptosis in various cancer cells. It has a role as an apoptosis inducer and a retinoic acid receptor gamma agonist. It is a member of adamantanes, a monocarboxylic acid, a naphthoic acid and a member of phenols.",C1C2CC3CC1CC(C2)(C3)C4=C(C=CC(=C4)C5=CC6=C(C=C5)C=C(C=C6)C(=O)O)O,C1=CC=C(C=C1)C2=CC(=C2C(=O)C3=CC=C(C=C3)C(O)C(=O)C4=CC=CC(=C4)O,83,65-96,143,129-160,1140.657564598105,>800,,False
915,23723101,"The molecule is the maleic acid salt of (S)-carbinoxamine. It has a role as a H1-receptor antagonist, an anti-allergic agent, a muscarinic antagonist and an antiparkinson drug. It contains a (S)-carbinoxamine.",CN(C)CCO[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\\C(=O)O)\\C(=O)O,CN(C)CCC1CC(C(C2=CC=C1)OC3=CC=CC=C3)C/C=C\\\\C(=O)O,31,1-64,62,1-64,747.9253305684091,300-800,,False
916,14057236,"The molecule is a hydroperoxyoctadecatrienoic acid that is (9Z,11E,15Z)-octadecatrienoic acid which is substituted at position 13 by a hydroperoxy group. It is a conjugate acid of a (9Z,11E,15Z)-13-hydroperoxyoctadecatrienoate.",CC/C=C\\CC(/C=C/C=C\\CCCCCCCC(=O)O)OO,CC/C=C\\CC(/C=C/C=C\\CCCCCCCC(=O)O)OO,28,1-64,82,65-96,344.9963187890821,300-800,1.0,True
917,71627260,The molecule is a mannooligosaccharide derivative consisting of a D-mannosyl residue beta-linked to a 5-aminopentyl group and which carries an alpha-D-mannosyl-(1->2)-alpha-D-mannosyl-(1->2)-alpha-D-mannosyl unit linked (1->3) and an alpha-D-mannosyl-(1->2)-alpha-D-mannosyl-(1->3)-[alpha-D-mannosyl-(1->2)-alpha-D-mannosyl-(1->6)]-alpha-D-mannosyl unit linked (1->6).,C(CCN)CCO[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O[C@@H]9[C@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O,C(CCN)CCO[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O,30,1-64,144,129-160,2572.157011979063,>800,1.0,True
918,12473,The molecule is a pyrrolecarboxylic acid that is 1H-pyrrole carrying a carboxy substituent at position 2. It has a role as a plant metabolite. It is a conjugate acid of a pyrrole-2-carboxylate.,C1=CNC(=C1)C(=O)O,C1=C(NC(=C1)C(=O)O,32,1-64,64,1-64,178.3185566594942,100-300,,False
919,151842,The molecule is a C22 hydroxy fatty acid with the hydroxy group at the 13-position and intermediate in the synthesis of sophorosyloxydocosanoate; a yeast glycolipid with potential medical and chemical engineering applications. It is a hydroxy fatty acid and a long-chain fatty acid. It derives from a docosanoic acid. It is a conjugate acid of a 13-hydroxydocosanoate.,CCCCCCCCCC(CCCCCCCCCCCC(=O)O)O,CCCCCCCCCC(CCCCCCCCCCCC(=O)O)O,57,1-64,96,65-96,278.44589726741,100-300,1.0,True
920,25245298,The molecule is the ammonium ion resulting from the protonation of the amino group of psychosine. It has a role as a human metabolite. It is a conjugate acid of a psychosine.,CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)[NH3+])O,C[NH2+]CCCC1=CC=C1NC=C1[C@H](CO)[NH3+],32,1-64,47,1-64,477.26407904170475,300-800,,False
921,53239801,The molecule is an organophosphate oxoanion obtained by removal of the proton from the phosphate group of propanoyl-AMP; major species at pH 7.3 It derives from an adenosine 5'-monophosphate and a propionic acid. It is a conjugate base of a propanoyl-AMP.,CCC(=O)OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,CCC(=O)OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,41,1-64,74,65-96,890.7121152816167,>800,1.0,True
922,13344,The molecule is the anhydrous form of the tripotassium salt of citric acid. It has a role as a diuretic. It contains a citrate(3-).,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[K+].[K+].[K+],C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].O.[Na+],24,1-64,40,1-64,238.5067183824432,100-300,0.9545454545454546,True
923,56927709,The molecule is an ammonium ion that is the trication of hygromycin B arising from protonation of the three amino groups; major species at pH 7.3. It is a conjugate acid of a hygromycin B.,C[NH2+][C@H]1C[C@H]([C@@H]([C@H]([C@@H]1O)O[C@H]2[C@@H]3[C@H]([C@H]([C@H](O2)CO)O)O[C@@]4(O3)[C@@H]([C@H]([C@H]([C@H](O4)C(CO)[NH3+])O)O)O)O)[NH3+],CC[C@@]1([C@H]([C@@H]([C@H]([C@@H]1O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)C(=O)[O-])[NH3+])C)O)O)[NH3+],35,1-64,54,1-64,755.6450057892007,300-800,0.7627118644067796,True
924,53477664,The molecule is an organic triphosphate formed by condensation between the gamma-phospho group of 3'-deoxythymidine 5'-triphosphate and ethanol. It derives from a ddTTP and an ethanol.,CCOP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]1CC[C@@H](O1)N2C=C(C(=O)NC2=O)C,CCOP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N2C=C(C(=O)NC2=O)C)O,26,1-64,51,1-64,1019.352628145598,>800,0.9583333333333334,True
925,5281887,The molecule is a steroid glucosiduronic acid that consists of 17beta-estradiol having a beta-glucuronyl residue attached at position 17 via a glycosidic linkage. It is a steroid glucosiduronic acid and a 3-hydroxy steroid. It derives from a 17beta-estradiol. It is a conjugate acid of a 17beta-estradiol 17-glucosiduronate.,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)CCC5=C3C=CC(=C5)O,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O,47,1-64,97,97-128,888.7502283080692,>800,0.9545454545454546,True
926,54679752,"The molecule is a hydroxycoumarin that is 4,7-dihydroxy-2H-chromen-2-one substituted by a 2,4-dihydroxyphenyl group at position 3. It is isolated from the roots of Asphodelus microcarpus and exhibits antimicrobial activity against bacteria like Staphylococcus aureus, Escherichia coli and Pseudomonas aeruginosa and fungal microorganisms like Candida albicans and Botrytis cinerea. It has a role as a metabolite, an antifungal agent and an antibacterial agent. It is a hydroxycoumarin and a polyphenol.",C1=CC(=C(C=C1O)O)C2=C(C3=C(C=C(C=C3)O)OC2=O)O,C1=CC(=C(C=C1O)C2CC=CC(=C2O)C(=O)OC(=C3)O)O,69,65-96,153,129-160,909.9162849554009,>800,,False
927,138911140,The molecule is a glycosyloxyflavone that is myricetin 3-O-[beta-D-glucosyl-(1->2)-alpha-L-rhamnoside] in which the hydroxy group at position 6 of the beta-D-glucosyl group has been converted to the corresponding acetate. Identified in PMID: 23549747 Fig. S21 peak 4. It is an acetate ester and a glycosyloxyflavone. It derives from a myricetin 3-O-[beta-D-glucosyl-(1->2)-alpha-L-rhamnoside]. It is a conjugate acid of a myricetin 3-O-[(6-O-acetyl-beta-D-glucosyl)-(1->2)-alpha-L-rhamnoside](1-).,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)C)O)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)C)O)OC6=CC(=C(C=C6)O)O)O)O)O)O)O,59,1-64,191,>160,1681.6409290790155,>800,,False
928,452704,"The molecule is a C-nitro compound which consists of a fluorescein skeleton substituted by bromo groups at positions 4 and 5 and nitro groups at positions 2 and 7. It is an organobromine compound, a C-nitro compound, an oxaspiro compound, a member of 2-benzofurans, a member of xanthenes and a lactone. It derives from a fluorescein. It is a conjugate acid of an eosin b(2-).",C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)[N+](=O)[O-])O)Br)Br)O)[N+](=O)[O-],C1=CC2=C(C=C1OC(=O)C3=C(C=C(C(=C3O2))C4=C(C(=C44)Br)Br)[N+](=O)[O-])OC(=O)O,65,65-96,112,97-128,1378.6784586497386,>800,,False
929,86289525,"The molecule is a flavonoid oxoanion that is the conjugate base of pseudobaptigenin, obtained by deprotonation of the hydroxy group. It is the major microspecies at pH 7.3 (according to Marvin v 6.2.0.). It has a role as an antiprotozoal drug and a plant metabolite. It is a conjugate base of a pseudobaptigenin.",C1OC2=C(O1)C=C(C=C2)C3=COC4=C(C3=O)C=CC(=C4)[O-],C[C@@H]1C2=C(C1)C=C(C=C2)C3=COC4=C(C=CC(=C4)C3=O)[O-],53,1-64,93,65-96,910.1746659215822,>800,0.6,True
930,97051,"The molecule is a tripeptide composed of glycine, glycine and L-proline amino acids joined in sequence by peptide linkages. It is a tautomer of a Gly-Gly-Pro zwitterion.",C1C[C@H](N(C1)C(=O)CNC(=O)CN)C(=O)O,C1C[C@H](N(C1)C(=O)CNC(=O)C(=O)CCN)C(=O)CN,27,1-64,52,1-64,305.12922322136683,300-800,0.84,True
931,131801209,The molecule is a disaccharide derivative consisting of a beta-D-glucosyl residue glycosidically linked to a 5-aminopentyl group and which carries at O-3 a beta-L-rhamnosyl residue. It is a disaccharide derivative and a glycoside.,C[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)O[C@@H]2[C@H]([C@@H](O[C@H]([C@@H]2O)OCCCCCN)C)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O)OCCCCCN)CO)O)O)O)O,33,1-64,69,65-96,442.62714231543214,300-800,0.9777777777777777,True
932,72551578,"The molecule is a polyunsaturated fatty acid anion that is the conjugate base of 20-HEPE, obtained by deprotonation of the carboxy group; major species at pH 7.3. It is an omega-hydroxy fatty acid anion, a long-chain fatty acid anion, a polyunsaturated fatty acid anion and a HEPE(1-). It derives from an all-cis-5,8,11,14,17-icosapentaenoate. It is a conjugate base of a 20-HEPE.",C(C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCO)CC(=O)[O-],C(C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCC(=O)[O-])O,60,1-64,127,97-128,414.60272318038966,300-800,1.0,True
933,121232656,"The molecule is a guaiacyl lignin that is glycosmisic acid in which the alcoholic hydrogen is replaced by a sulfo group. It has a role as a plant metabolite. It is an alpha,beta-unsaturated monocarboxylic acid, a member of 1-benzofurans, a guaiacyl lignin, an alkyl sulfate and a member of guaiacols. It derives from a glycosmisic acid.",COC1=CC(=CC2=C1OC(C2COS(=O)(=O)O)C3=CC(=C(C=C3)O)OC)/C=C/C(=O)O,COC1=CC(=CC2=C1OC(C2CO)C3=CC(=C(C=C3)OS(=O)(=O)O)OC)/C=C/C(=O)O,56,1-64,105,97-128,1123.0207480983422,>800,0.9649122807017544,True
934,439972,"The molecule is an indole alkaloid, an alkaloid ester and a methyl ester. It is a conjugate base of a strictosidine aglycone(1+).",COC(=O)C1=CO[C@H]([C@@H]([C@@H]1C[C@H]2C3=C(CCN2)C4=CC=CC=C4N3)C=C)O,COC1=CC(=CC2[C@H]3[C@H]([C@@H](N2)CCC1=O)C5=CC=CC=C4)C(=O)OC,22,1-64,43,1-64,900.7187041189256,>800,,False
935,44389277,"The molecule is a butan-4-olide that is gamma-valerolactone in which one of the methyl hydrogens has been replaced by a 3,4,5-trihydroxyphenyl group. It has a role as a human urinary metabolite. It is a butan-4-olide and a benzenetriol. It derives from a gamma-valerolactone.",C1CC(=O)OC1CC2=CC(=C(C(=C2)O)O)O,C1CC(=O)OC1CC2=CC(=C(C=C2)O)O)O,43,1-64,90,65-96,403.37825313563803,300-800,,False
936,57339222,The molecule is a dipeptide formed by formal condensation of the carboxy group of (3R)-3-methyl-D-ornithine with the side-chain amino group of L-lysine. It is a conjugate base of a N(6)-[(3R)-3-methyl-D-ornithyl]-L-lysine(2+).,C[C@H](CCN)[C@H](C(=O)NCCCC[C@@H](C(=O)O)N)N,C[C@H](CCN)[C@H](C(=O)NCCCC[C@@H](C(=O)O)N)N,30,1-64,84,65-96,286.14806087983663,100-300,1.0,True
937,129320291,"The molecule is an indole alkaloid cation that is the conjugate acid of (3R)-1,2-didehydro-3-hydroxy-2,3-dihydrotabersonine, obtained by protonation of the tertiary amino group. Major species at pH 7.3. It is a conjugate acid of a (3R)-1,2-didehydro-3-hydroxy-2,3-dihydrotabersonine.",CC[C@]12C[C@@](C3=NC4=CC=CC=C4[C@]35[C@H]1[NH+](CC5)CC=C2)(C(=O)OC)O,CC[C@]12C[C@@](C3=NC4=C([C@]35[C@H]1[NH+](CC5)CC=C2)C=CC(=C4)OC)(C(=O)OC)O,35,1-64,110,97-128,862.5670925014417,>800,0.9558823529411765,True
938,15276226,"The molecule is a monoterpenoid that is linalool bearing an oxo substituent at position 8. It is a monoterpenoid, a tertiary alcohol and an enal.",C/C(=C\\CCC(C)(C=C)O)/C=O,C/C(=C\\CO)/C=C/C=C(\\C)O,25,1-64,43,1-64,190.01526027982132,100-300,0.4444444444444444,True
939,52940203,The molecule is an amino sugar that consists of 6-deoxy-alpha-D-mannose having the hydroxy groups at positions 2 and 4 replaced by acetamido groups. It is an amino sugar and a trideoxyhexose derivative.,C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)NC(=O)C)O)NC(=O)C,C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O)NC(=O)C)O)NC(=O)C,32,1-64,53,1-64,281.0713826144564,100-300,1.0,True
940,135398680,The molecule is a GDP-L-galactose having beta-configuration at the anomeric centre of the L-galactose fragment. It is a conjugate acid of a GDP-beta-L-galactose(2-).,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O)N=C(NC2=O)N,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O)N=C(NC2=O)N,23,1-64,55,1-64,1337.3588183375894,>800,1.0,True
941,129011070,"The molecule is an androstanoid that is 5alpha-dihydrotestosterone carrying an additional hydroxy susbstituent at position 18. It has a role as a human urinary metabolite. It is a 17beta-hydroxy steroid, a 3-oxo-5alpha-steroid, an androstanoid and a 18-hydroxy steroid. It derives from a 17beta-hydroxy-5alpha-androstan-3-one. It derives from a hydride of a 5alpha-androstane.",C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)CO,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC[C@@H]4[C@@]3(CCC(=O)C4)CO,51,1-64,117,97-128,475.3007542568095,300-800,0.9459459459459459,True
942,152841,"The molecule is a member of the class of depsidones that is 3,4-dihydro-H,11H-chromeno[6,7-b][1,4]benzodioxepine substituted by a chloro group at position 9, hydroxy groups at positions 8 and 13, methyl groups at positions 2, 2, 5 and 10, oxo groups at positions 4 and 11 and a formyl group at position 7. Isolated from Chaetomium brasiliense, it exhibits cytotoxic activity. It has a role as an antineoplastic agent and a Chaetomium metabolite. It is an aldehyde, a member of depsidones, an organic heterotetracyclic compound, a polyphenol and an organochlorine compound.",CC1=C2C(=O)CC(OC2=C(C3=C1OC4=C(C(=C(C(=C4C(=O)O3)C)Cl)O)C=O)O)(C)C,CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=C4C(=O)CC(OC4=C3O)(C)C)Cl)C=O)O,89,65-96,173,>160,1178.9946658672704,>800,0.9767441860465116,True
943,5281757,The molecule is a C-glycosyl compound that is genistein substituted by a beta-D-glucopyranosyl residue at position 8 via a C-glucosidic linkage. It has a role as a plant metabolite. It is a C-glycosyl compound and a member of 7-hydroxyisoflavones. It derives from a genistein.,C1=CC(=CC=C1C2=COC3=C(C2=O)C(=CC(=C3[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,44,1-64,85,65-96,1167.4793855938462,>800,,False
944,53357352,"The molecule is a hydroxy-cannabidiol that is cannabidiol in which one of the hydrogens at position 4 of the pentyl chain has been replaced by a hydroxy group. It is one of the main metabolites of cannabidiol by human liver microsomes, produced particularly by CYP3A. It has a role as a human xenobiotic metabolite. It is a hydroxy-cannabidiol, an olefinic compound, a member of resorcinols and a secondary alcohol.",CC1=C[C@H]([C@@H](CC1)C(=C)C)C2=C(C=C(C=C2O)CCCC(C)O)O,CCCC(CC1=CC(=C(C(=C1)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O)O,69,65-96,115,97-128,604.9661823231565,300-800,0.9473684210526315,True
945,9986866,"The molecule is a binaphthopyran resulting from the formal oxidative dimerisation at position 6 of two molecules of methyl (9,10-dihydroxy-7-methoxy-1-oxo-3,4-dihydro-1H-naphtho[2,3-c]pyran-3-yl)acetate. It is a binaphthopyran, a methyl ester, a polyketide, a ring assembly, an aromatic ether and a member of phenols.",COC1=C(C2=C(C(=C1)O)C(=C3C(=C2)CC(OC3=O)CC(=O)OC)O)C4=C(C=C(C5=C4C=C6CC(OC(=O)C6=C5O)CC(=O)OC)O)OC,COC1=C2C(=CC=C1O)C(=C2C3=C(C(=C(C=C3)OC)C(=O)OC)CC(=C4OC)C(=O)OC,40,1-64,117,97-128,1916.487094893591,>800,,False
946,10430190,"The molecule is a phenanthrene substituted by a 2-(methylamino)ethyl group at position 1 and by methoxy groups at positions 2,3,4,6 and 7, respectively. It is a plant metabolite isolated from Annona purpurea and Fagonia olivieri. It has a role as a plant metabolite. It is a member of phenanthrenes, an aromatic ether, a polyether, a secondary amino compound and a phenanthrene alkaloid.",CNCCC1=C2C=CC3=CC(=C(C=C3C2=C(C(=C1OC)OC)OC)OC)OC,CNC1=CC2=C(C(=C1)C=C2CCC3=C(C(=C2C=C3OC)OC)OC,62,1-64,105,97-128,999.7811032841192,>800,,False
